"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","lon","lat"
"10thAmendment","God & Country 1st . #American #Nationalist #Traditionalist  #SavageNation #WomenForTrump Support: #Military #Veterans #Israel Founder: #TrumpsArmy #TrumpStrong",252377,30511,503,27095,NA,"Proud Patriot Beth",2009-02-22 18:53:43,FALSE,FALSE,"10thAmendment"," 57th State ","en","21587082",683,FALSE,"http://pbs.twimg.com/profile_images/765943111197528064/lDVeBFCC_normal.jpg",-78.658488,33.9063065
"Jkalfay","",13798,660,79838,106,NA,"Jan kalfayan",2011-11-03 01:10:25,FALSE,FALSE,"Jkalfay","","en","403806271",56,FALSE,"http://pbs.twimg.com/profile_images/466932899976347648/OrDVOzDO_normal.jpeg",NA,NA
"MariaErnandez3b","Special Education Teacher &(Child Advocate).Interests:ELVIS, Hollywood,Music, Politics,Travel, Working Out,#TrumpStrong #MAGA#TrumpTrain 
*NO LISTS or B Blocked",22436,996,20984,827,NA,"MariaRandisiErnandez",2016-04-10 20:19:45,FALSE,FALSE,"MariaErnandez3b","New York ","en","719258590469431296",22,FALSE,"http://pbs.twimg.com/profile_images/719353395266453505/EB1F5sq8_normal.jpg",-74.0059413,40.7127837
"RobinForney","Physical Therapist Assistant, retired cross country truck driver. I love old folks :)",1835,191,2431,520,NA,"Robin Forney",2012-10-22 14:43:13,FALSE,FALSE,"RobinForney","","en","897729498",14,FALSE,"http://pbs.twimg.com/profile_images/487024946971820032/8aUhNhI-_normal.jpeg",NA,NA
"bentleyhancroft","just an honest guy looking to make some good freinds, i enjoy life and im a happy easy going person..so if you fancy a chat get typing thats all there is too it",15420,663,18613,308,"http://t.co/RVqK5llNaO","andrew heathfield",2009-09-06 21:52:26,FALSE,FALSE,"bentleyhancroft","mid beds uk","en","72133241",36,FALSE,"http://pbs.twimg.com/profile_images/518535529667637248/l18W7CxK_normal.jpeg",-0.4651389,52.0029744
"Kennamitchem1","God family & Country mom of 6 nana to 13.#UpstateNY long line of #Military & #BluelivesMatter family #1a #2A #conservativeValues #TrumpsArmy FloridaLife",14884,2440,35122,2593,NA,"DeplorableKenna",2015-08-15 15:52:57,FALSE,FALSE,"Kennamitchem1","Belleview, FL","en","3424241421",44,FALSE,"http://pbs.twimg.com/profile_images/800685405213519872/3CpNbqTu_normal.jpg",-82.0623105,29.0552578
"NothingMan37","I walk with angels who have no place. 

Ragamuffin Sinner saved by Christ #LLAP

Never tell me the odds 

Love Everyone even the enemy",19229,727,17855,774,NA,"NotOfThisWorld38",2013-01-11 19:09:22,FALSE,FALSE,"NothingMan37","Somewhere inthe Mile High City","en","1080648902",56,FALSE,"http://pbs.twimg.com/profile_images/802397668853092352/EtQq50rT_normal.jpg",NA,NA
"AngelaTange65","",55145,987,41,1807,NA,"Bram Kletsio",2014-10-15 00:45:29,FALSE,FALSE,"AngelaTange65","","en","2856154741",190,FALSE,"http://pbs.twimg.com/profile_images/773385248092590080/7aL7sfGi_normal.jpg",NA,NA
"CJperkins48","Ì†ºÌ∑∫Ì†ºÌ∑∏TRUMP WON‚ù§MAGA
LOVE MY GOD, MY FAMILY MY DOGS. Country LIVING, BEAUTIFUL SunSets with a glass of wine. Country Music, My Guns, Hunting, and Fishing. And Ì†ºÌøà",21388,4026,12063,4874,NA,"CYNTHIA",2015-08-05 07:04:54,FALSE,FALSE,"CJperkins48","Oklahoma, USA","en","3403885420",67,FALSE,"http://pbs.twimg.com/profile_images/802748762225541120/atYwIRqv_normal.jpg",-97.092877,35.0077519
"starrbell14","My intent is to help the biased MSM do their job by SPREADING THE TRUTH              TRUMP-PENCE 2O16",19061,641,10872,526,NA,"belle starr",2016-08-29 13:20:26,FALSE,FALSE,"starrbell14","","en","770249753409916928",13,FALSE,"http://pbs.twimg.com/profile_images/770261246130032641/LFVUSVjJ_normal.jpg",NA,NA
"dance4meagain","",44636,529,27978,645,NA,"charity",2015-05-18 21:22:18,FALSE,FALSE,"dance4meagain","","en","3219771793",69,FALSE,"http://pbs.twimg.com/profile_images/759835889983823872/GjdyH4-4_normal.jpg",NA,NA
"JoeClementino","United States
Brazil
Bermuda
Azores Islands
Conservative, Soccer, Manchester United, Palmeiras, 
Somerset Cricket Club Bermuda, Samba Music & Caipirinhas.",76713,2369,19062,3009,NA,"joe clementino",2012-03-20 21:47:51,FALSE,FALSE,"JoeClementino","","en","531668387",150,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png",NA,NA
"Ats0218","",115,15,51,23,NA,"ATS",2010-06-19 13:30:53,FALSE,FALSE,"Ats0218","New York, USA","en","157314831",1,FALSE,"http://pbs.twimg.com/profile_images/802678176749146112/In0bw2vC_normal.jpg",-74.0059413,40.7127837
"TT1600PennAve","Our President/VP-elect will soon begin to bring America back from the brink of Obama's secular, Constitution-destroying nightmare regime - #MAGA",46500,3232,15386,3220,NA,"Theo T. Train",2016-03-04 00:37:15,FALSE,FALSE,"TT1600PennAve","United States","en","705552649765175297",87,FALSE,"http://pbs.twimg.com/profile_images/706642587713708032/w2Zkhgq7_normal.jpg",-95.712891,37.09024
"tksb2god1657","Christ follower ~ Proud American",979,66,1733,126,NA,"TKSB2GOD",2012-02-07 17:22:21,FALSE,FALSE,"tksb2god1657","","en","485865447",0,FALSE,"http://pbs.twimg.com/profile_images/799584287980982272/FmgapnB0_normal.jpg",NA,NA
"KyleClemens5","17
#Furry
#Redneck
#Christian
#Anime
@Ncreality fan
@DemonHunterBand fan
My YouTube channel is called XxMr.AfterlifexX",2981,2632,4344,4995,NA,"XxMr.AfterlifexX",2016-04-30 23:35:48,FALSE,FALSE,"KyleClemens5","Randleman, NC","en","726555683940917248",11,FALSE,"http://pbs.twimg.com/profile_images/800872996659412993/LNRGEZxr_normal.jpg",-79.8030873,35.8179143
"sunilrohira","",235,116,239,378,NA,"Name",2009-01-09 00:24:56,FALSE,FALSE,"sunilrohira","","en","18785821",3,FALSE,"http://pbs.twimg.com/profile_images/2604043775/lhs0c9nm2yfjqq1o9lxd_normal.jpeg",NA,NA
"PattyButts","TRUMP 2016!  NO LISTS",43576,3739,47548,4933,NA,"Patty Butts  4TRUMP",2012-03-27 02:27:36,FALSE,FALSE,"PattyButts","","en","537772034",77,FALSE,"http://pbs.twimg.com/profile_images/741044749453295616/uv9D1Un2_normal.jpg",NA,NA
"speedingisfun","MSG, U.S. Army, Retired Two tours of combat duty Vietnam. A War we the military won and politicians lost. Just as Iraq an soon Afghanistan. Trump/Pence!F Obama",59804,4865,39415,5357,NA,"Liberty Patriot",2010-12-25 13:14:27,FALSE,FALSE,"speedingisfun","Florida, USA","en","230435960",132,FALSE,"http://pbs.twimg.com/profile_images/804135210036117519/oTKQNSv8_normal.jpg",-81.5157535,27.6648274
"lizzym420","#Bluehand #PurpleRevolution #STOPSOROS #stopthesteal #WhereIsJulian? Nationalist/Christian. ProKurdistan #IStandWithIsrael. Follwd by @Harlan",52386,6595,46509,7097,NA,"Elizabeth",2013-11-03 18:03:29,FALSE,FALSE,"lizzym420","","en","2166712563",83,FALSE,"http://pbs.twimg.com/profile_images/803515410796703744/Nq5w62tq_normal.jpg",NA,NA
"rllove65","",3805,92,12469,10,"http://t.co/Op6O7unknC","Robert Lynn Love",2009-03-15 16:46:10,FALSE,FALSE,"rllove65","","en","24547872",5,FALSE,"http://pbs.twimg.com/profile_images/96898432/Bob_white_house_normal.jpg",NA,NA
"Akashik0","Fight for Conservative Americanism Vote America 1st! Freedom of speech, regardless of how offensive it is, is vital to freedom as a whole. List=Block",18620,1120,159,1577,"https://t.co/4nS5lHR6rk","@Americanism 2018",2015-10-15 01:32:50,FALSE,FALSE,"Akashik0","Ferguson, MO","en","3897626072",42,FALSE,"http://pbs.twimg.com/profile_images/785078027512262656/R5BtOr7A_normal.jpg",-90.3053915,38.7442175
"O2blikeme","Telling it like it is. One day we will look back and realize how smart we really were.",2586,159,1631,269,NA,"The Doctor",2009-07-02 05:53:55,FALSE,FALSE,"O2blikeme","Collierville, TN","en","52985961",10,FALSE,"http://pbs.twimg.com/profile_images/633052682450657280/VwP48eqw_normal.jpg",-89.6645266,35.042036
"PaddyTopp","Patriot to Liberty and Honor! Life, Liberty and the pursuit of all who threaten them. I support folks who support the First Freedom-the right to Arms.",15691,1554,10522,2174,NA,"Patrick Haley",2014-04-05 22:14:05,FALSE,FALSE,"PaddyTopp","Central Valley California","en","2429510228",61,FALSE,"http://pbs.twimg.com/profile_images/452575777582641152/1e6VKpM1_normal.jpeg",-122.3708419,40.6804279
"winegirl73","Support Small Govt, Fair Market,Christian ProLife, SmallBizOwner #IslamisTheProblem #2A #PJNET #TCOT #Nationalist #VoteTrump",207633,10580,119392,7773,"https://t.co/0zPZB7vFcd","Barb Voted Trump‚ùóÔ∏è",2009-06-29 18:30:15,FALSE,FALSE,"winegirl73","Warrenton, VA","en","52141764",401,FALSE,"http://pbs.twimg.com/profile_images/701434152017489923/HVDB0HPI_normal.png",-77.7952712,38.7134516
"CdLutetia","",29926,1665,25160,1582,NA,"CD",2015-12-01 19:08:24,FALSE,FALSE,"CdLutetia","","en","4342659921",36,FALSE,"http://pbs.twimg.com/profile_images/801002705254842368/ooGmSQy8_normal.jpg",NA,NA
"TEXASDENNY","I am a Christian and I live in Texas . I am attempting not to retweet any bad language or lewd pictures . If I miss one please forgive .",160189,1163,140250,1246,NA,"LCB",2009-08-03 11:33:14,FALSE,FALSE,"TEXASDENNY","TEXAS USA","en","62493973",176,FALSE,"http://pbs.twimg.com/profile_images/741365385023258624/sdMFtjZx_normal.jpg",-99.9018131,31.9685988
"Rictracee","#Criticalthinker  #teamTOP Ì†ºÌΩÜÌ†ºÌΩÜÌ†ºÌΩÜ#teamBrazilian #Berner #TRUMPTRAIN  & proud Informed AMERICAN  Independent. Love diversity, sexy men, ladies  & a nice back side.",82381,3860,7601,3823,"https://t.co/0QIL25ebX4","Rictracee",2009-03-04 17:40:29,FALSE,FALSE,"Rictracee","Florida ","en","22805192",314,FALSE,"http://pbs.twimg.com/profile_images/749107004560384006/PGyYwZlv_normal.jpg",-81.5157535,27.6648274
"SpinePainBegone","#CruzCrew #OCARE #IRANNUCLEARTREATY #ISIS #SYRIANREFUGEES #BENGHAZI #IRSSCANDAL #AMNESTY #IMMIGRATION #VASCANDAL #GITMO5  #GUNCONTROL #FASTANDFURIOUS #NSA",33242,1899,4362,3328,"http://t.co/x8lltMH5eP","SpinePain Begone",2009-11-24 13:03:04,FALSE,FALSE,"SpinePainBegone","San Antonio, TX 78229","en","92267344",88,FALSE,"http://pbs.twimg.com/profile_images/718042600872087553/gOPAu8Lp_normal.png",-98.577596,29.5060908
"outcast45s","NRA life member. retired U.S. Navy (pnec 4283). former ASE auto mechanic. bitter clinger. Shellback. Tin can sailor. bubblehead. flat top sailor.",23206,1214,260,1607,NA,"e bolt",2015-03-31 23:45:02,FALSE,FALSE,"outcast45s","not where I want to be.  ","en","3122063100",74,FALSE,"http://pbs.twimg.com/profile_images/660126223432073216/kAoe1bsW_normal.jpg",NA,NA
"connnutmeg","boomer,blue collar,irish,eng.,scotch.love fri nights crown royal+ginger, true stories,love my USA.",120056,2492,53460,2634,NA,"patricia kahler",2010-12-16 13:56:18,FALSE,FALSE,"connnutmeg","CONNECTICUT","en","227307359",327,FALSE,"http://pbs.twimg.com/profile_images/784517033656479746/qhlmjlI7_normal.jpg",-73.087749,41.6032207
"B04t_Tr45h","‚Ä¢ û…î…êq  é…π áuno…î …πno dƒ±l…ü‚Ä¢ŒºŒøŒª·ΩºŒΩ ŒªŒ±Œ≤Œ≠ ‚Ä¢crusade or  á…π…ô åuo…î‚Ä¢ #joinNRAÔ∏ª‚ï¶‚ï§‚îÄ‚îÄblock by ChuckyNellis- ‚Ä¢God Forgives‚öîInfidels Don't!‚Ä¢SupportPolice‚Ä¢#TrumpStrong",37560,3872,7448,3405,"https://t.co/6HjQJy3qbu","Captain‚ò©Crusade",2012-03-29 05:18:50,FALSE,FALSE,"B04t_Tr45h","SoggyÔ∏é‚ú†New Orleans‚Ä¢ex-LA Calif","en","539684179",133,FALSE,"http://pbs.twimg.com/profile_images/751362678464122880/cR26tkrN_normal.jpg",-118.2436849,34.0522342
"deplorable1980","Trump supporter could be why my other account got nukked or the fact that pizzagate pissed me off ...",916,221,1193,357,NA,"joe Momma",2016-11-22 14:58:46,FALSE,FALSE,"deplorable1980","","en","801077466177634304",5,FALSE,"http://pbs.twimg.com/profile_images/801091449739767812/jXbPo5CW_normal.jpg",NA,NA
"petefrt","Libertarian JFK Democrat turned libertarian conservative during the Reagan days.The progressives are what John Kennedy Dems were trying to protect us against.",296454,29941,19,23441,"http://t.co/bytaToKPZK","pete602",2008-09-06 12:13:24,FALSE,FALSE,"petefrt","","en","16155881",431,FALSE,"http://pbs.twimg.com/profile_images/2992644058/18851234f929a9f28a40bddb52d9ecb8_normal.png",NA,NA
"LeggioKaron","VOTING TRUMP only, nurse live in Ozarks, pro life, pro family and NRA member. Christian who believes in the Lord Jesus Christ. American and I love our veterans.",7690,905,5786,1250,NA,"Karon leggio",2015-10-08 22:30:05,FALSE,FALSE,"LeggioKaron","Missouri, USA","en","3829918459",22,FALSE,"http://pbs.twimg.com/profile_images/754487894698434562/BfVSxNUd_normal.jpg",-91.8318334,37.9642529
"katlivezey","#FakeNews to advance Fake LIBERAL agenda @realDonaldTrump #TrumpsArmy #DrainTheSwamp @amyharvard_",99995,6589,74012,3751,NA,"Proud Deplorable Kat",2011-12-02 23:59:20,FALSE,FALSE,"katlivezey","Naperville, Illinois","en","426999530",207,FALSE,"http://pbs.twimg.com/profile_images/751967663065300992/yigs9kuW_normal.jpg",-88.1535352,41.7508391
"DougDoodles","",52071,3239,19438,5002,NA,"American Doodles",2016-03-23 23:58:01,FALSE,FALSE,"DougDoodles","","en","712790533660352512",103,FALSE,"http://pbs.twimg.com/profile_images/801973693794709504/LCJ-12Tv_normal.jpg",NA,NA
"sassysassyred","‚úù Conservative Christian
 #ProudTexan 
#IStandWithIsrael
#StandWithBibi
‚úù",128293,19638,125927,6224,"https://t.co/7wmFDJ4KwY","Suzanne",2013-03-19 16:54:09,FALSE,FALSE,"sassysassyred","Texas","en","1280947238",285,FALSE,"http://pbs.twimg.com/profile_images/804552383527325696/-rS-bdgH_normal.jpg",-99.9018131,31.9685988
"LP083061","",5293,132,2460,225,NA,"IndependentVoterNow!",2016-10-12 17:35:54,FALSE,FALSE,"LP083061","","en","786259108936552448",21,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png",NA,NA
"tvogvo","",193838,4074,154487,4997,NA,"tvogvo",2015-09-09 02:56:20,FALSE,FALSE,"tvogvo","","en","3499636752",373,FALSE,"http://pbs.twimg.com/profile_images/729845044597788672/d6sQL7_q_normal.jpg",NA,NA
"Elena07617349","I'll always be here no matter what on the right side pro Israel sempre a dx voglio votare no fb",282868,12218,203925,13042,NA,"Elena la cerci",2015-11-02 16:21:29,FALSE,FALSE,"Elena07617349","","it","4098447160",437,FALSE,"http://pbs.twimg.com/profile_images/797381378216181760/5lrVc0zj_normal.jpg",NA,NA
"LynnMoo36681123","Devoted Trump supporter.",7710,461,2083,836,NA,"Lynn Moore",2016-10-20 21:54:54,FALSE,FALSE,"LynnMoo36681123","Virginia, USA","en","789223389739089921",27,FALSE,"http://pbs.twimg.com/profile_images/789227170392518656/1zzbDg4c_normal.jpg",-78.6568942,37.4315734
"Bozo103710145","",4582,73,3417,191,NA,"Bozo 1",2015-10-03 12:54:08,FALSE,FALSE,"Bozo103710145","South Africa","en","3852497896",21,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png",22.937506,-30.559482
"Truth777True","",2444,80,43,10,NA,"Truth",2016-11-28 04:15:13,FALSE,FALSE,"Truth777True","","en","803089839541391360",14,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png",NA,NA
"mcmac2016","*California*Christian*Conservative*
‚ô°ProudWife&Mom‚ô° *AmericaFirst*
#Trump2016 #Women4Trump #MAGA",9571,613,14497,931,NA,"McMac",2016-09-26 21:13:07,FALSE,FALSE,"mcmac2016","","en","780515566259802113",30,FALSE,"http://pbs.twimg.com/profile_images/791728715256336384/aYkMUWRX_normal.jpg",NA,NA
"xineinhawaii","Island girl concerned about climate change & support Bernie and Jill Stein as the only candidates that address it. NOT supporting Clinton because she's corrupt",3403,92,3128,55,NA,"Xine",2016-01-08 06:44:40,FALSE,FALSE,"xineinhawaii","","en","4727181343",57,FALSE,"http://pbs.twimg.com/profile_images/797569103414181888/C6W8MPlV_normal.jpg",NA,NA
"BrodysofBklyn","Brody's of Brooklyn is where the world goes for underwear. We Special order for YOU!! ...call toll free 1-877-276-3977 (1-877-BRODYSS)",4777,73,115,335,"http://t.co/Ec5E9MKaFu","Brody",2010-06-05 05:39:53,FALSE,FALSE,"BrodysofBklyn","","en","152146718",0,FALSE,"http://pbs.twimg.com/profile_images/1485839761/brodyslogo2_normal.jpg",NA,NA
"soniaerasmus","CHRISTIAN, NOT PC, TRUMP FOR PRESIDENT.",180895,4578,10314,4997,NA,"sonia",2014-04-28 10:21:04,FALSE,FALSE,"soniaerasmus","","en","2514475647",595,FALSE,"http://pbs.twimg.com/profile_images/757192176912699393/qVg_gcw9_normal.jpg",NA,NA
"ChantellDawnSny","COOL GAL FROM OREGON!!!! 
   If you need something said, as a man, if you want something done, ask a woman.-Margaret Thatcher #IronLady #BringBackOurGirls",693034,3997,61643,3956,NA,"Chantell Dawn Snyder",2011-09-20 00:54:37,FALSE,FALSE,"ChantellDawnSny","Cascade Locks, Oregon","en","376510469",887,FALSE,"http://pbs.twimg.com/profile_images/755902977467031552/8EnIpP3W_normal.jpg",-121.8906354,45.6698392
"dawngpsalm63","Music-Writing-Hubby-son w/autism. @gatewaypeople #AmericaFirst @realdonaldtrump #MilitaryFamily #TrumpsArmy #PizzaGate DCGov#PedoFiles #SaveTheChildren",173780,10599,112587,5128,NA,"Dawn MerryChristmas",2012-11-06 15:37:42,FALSE,FALSE,"dawngpsalm63","Texas, USA","en","929963226",583,FALSE,"http://pbs.twimg.com/profile_images/792329041105739777/2I4uCvBQ_normal.jpg",-99.9018131,31.9685988
"TalSullivan","I'm a musician, producer, and a gay conservative pro-Trump! #NeverHillary #MAGA",12160,2083,11644,1779,"https://t.co/m1xNl7SN97","Tal Sullivan",2014-12-21 04:03:52,FALSE,FALSE,"TalSullivan","","en","2934686231",117,FALSE,"http://pbs.twimg.com/profile_images/783031940903501824/a4vdbnyw_normal.jpg",NA,NA
"BigL_sGarage","",7267,392,8620,579,NA,"Lars Lance",2016-04-07 23:38:25,FALSE,FALSE,"BigL_sGarage","","en","718221421856563203",48,FALSE,"http://pbs.twimg.com/profile_images/719404236971380737/qObfJKdx_normal.jpg",NA,NA
"nancy73gg","",46058,572,44115,308,NA,"nancy green",2015-04-15 00:56:18,FALSE,FALSE,"nancy73gg","Austin, TX","en","3167639097",149,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png",-97.7430608,30.267153
"TheKillerBambi","#JesusChristIsLord #ChristianSoldier #Family #ProIsrael #2nd #ProudInfidel #TrumpsArmy #CCOT #MMJ #NeverIslam #Fishkiller #Kittehs",27465,4056,13339,4404,NA,"TheKillerBambi‚Ñ¢",2010-07-07 08:46:11,FALSE,FALSE,"TheKillerBambi","Denver, CO","en","163795887",97,FALSE,"http://pbs.twimg.com/profile_images/783549581510467584/P6qpGyl7_normal.jpg",-104.990251,39.7392358
"Witchspawn","Loves justice,patriot, hates hollywood, done with white guilt,camping, NRA, survival training. Trump! Boycotting NFL .MAGA!,no safety pins !",9800,1820,45603,1768,"https://t.co/elR2izTeiS","puppeelove",2010-08-31 06:27:09,FALSE,FALSE,"Witchspawn","","en","185098894",33,FALSE,"http://pbs.twimg.com/profile_images/485115569490767873/QUMwcGQU_normal.jpeg",NA,NA
"mmtiff4_mark","I believe in American ingenuity, perseverance, and freedom that was paid for not given.  We are to uphold the Constitution and not give our rights away.",3513,101,261,12,NA,"Mark for MAGA",2014-09-10 16:09:08,FALSE,FALSE,"mmtiff4_mark","","en","2802018084",22,FALSE,"http://pbs.twimg.com/profile_images/786434178799632384/-Nc73fop_normal.jpg",NA,NA
"C4Constitution","https://t.co/YqHGtegooO
I create songvids to spread #TrumpTruth
and expose Globalists' agenda to dismantle USA.  Media won't so I will!  SEE MY VIDS AT @USA4DJT",140829,10731,122,5596,NA,"SongBird4Trump",2013-10-08 21:16:09,FALSE,FALSE,"C4Constitution","","en","1947900744",95,FALSE,"http://pbs.twimg.com/profile_images/782107741041090560/iHCo2xyw_normal.jpg",NA,NA
"WeThePeopleFor","We The People By Patriots To Promote Constitutional Government Of The People,By The People,For The People. #TrumpPence16 #Transition2017 https://t.co/UlW5elZkkP",20743,2593,12195,866,"https://t.co/XjVAWvUQuR","WeThePeopleforTrump",2016-03-08 05:37:24,FALSE,FALSE,"WeThePeopleFor","United States","en","707077738620780544",94,FALSE,"http://pbs.twimg.com/profile_images/797459948888276992/11TqGUU8_normal.jpg",-95.712891,37.09024
"RobbieEngland78","Proud Donald Trump Supporter//Blue Lives Matter//Husband Is A Cop//Love Jesus//Hate Rioters//Arizona Cowgirl//CCW//Trained Attack Belgian Malinois//",11493,518,10638,539,NA,"Robbie England",2016-10-06 17:41:26,FALSE,FALSE,"RobbieEngland78","United States","en","784086176051310592",67,FALSE,"http://pbs.twimg.com/profile_images/784256871838289920/sjnhxzW5_normal.jpg",-95.712891,37.09024
"gregghoulden","Experienced CEO & MD, Mad about Business Growth and Innovation. Venture Capital/Private Equity CEO #EliteVC #TCOT #TGDN #PJNET #Venture #PE Fierce Patriot",58175,27953,11057,9565,NA,"Gregg Houlden",2009-08-12 17:56:04,FALSE,FALSE,"gregghoulden","London Phoenix AustinTX & LA","en","65106504",345,FALSE,"http://pbs.twimg.com/profile_images/799322865728417792/Td87dEX6_normal.jpg",-0.1277583,51.5073509
"woitekj","yuuge trump supporter ,not political correct,  capitalist,deplorable",327894,3729,4687,1520,NA,"woitek j",2011-10-02 22:14:14,FALSE,FALSE,"woitekj","","en","384005220",739,FALSE,"http://pbs.twimg.com/profile_images/702931453785436161/WYeQZm3m_normal.png",NA,NA
"marilynkj","Libertarian Republican #AZ #BuildTheWall #SupportOurTroops #StandWithIsrael #StandWithKurds #DestroyISIS #OpISIS 
#TrumpPence #TrumpsArmy #2A 
#tcot #tlot",65977,11725,51801,11677,NA,"AZ Voted Trump",2011-12-22 17:58:31,FALSE,FALSE,"marilynkj","Mesa AZ","en","443924415",347,FALSE,"http://pbs.twimg.com/profile_images/706588434253492224/9C3qEHZD_normal.jpg",-111.8314724,33.4151843
"pamjms","Clinical Psychologist, Mom of 8, Defender of Liberty, Entrepreneur, all #CLE sports (yes, even Browns) & #Buckeyes",28359,873,30111,1601,NA,"DrPam",2008-12-17 19:36:19,FALSE,FALSE,"pamjms","Ohio","en","18197274",49,FALSE,"http://pbs.twimg.com/profile_images/786436596275015680/_SDXEtGG_normal.jpg",-82.907123,40.4172871
"Kathryn9000","Engineer. Nurse. Wife. Mother. Feminist. Atheist. Pro-Judeo-Christian culture advocate, Daughter of WWII Veteran. Science fiction enthusiast. Cat owner.",5013,234,8094,254,NA,"American Peasant",2016-10-08 23:53:14,FALSE,FALSE,"Kathryn9000","Upstate NewYork","en","784904516428763136",17,FALSE,"http://pbs.twimg.com/profile_images/789461281598234624/Y3exU1Yp_normal.jpg",-74.1066923,41.6002145
"debbiegar2","Luv Beautiful Gardens, Interior Design, Walkin My Dog , Football, Reality TV, Common Sense v Irrational PC ,  Love All Peoples who wish us NO Harm",21220,381,141,318,NA,"Deb gar",2015-12-23 18:42:52,FALSE,FALSE,"debbiegar2","SC","en","4581136053",34,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png",-81.1637245,33.836081
"Dogs_For_Trump","Post your best Furry Friends that support @realDonaldTrump PIC! #Trump2016 #Pets4Trump #Dogs4Trump #Trump4Pets #AnimalLovers #Trump Supporters Only #TrumpPets",563,331,461,117,NA,"DogsForTrump",2016-04-18 05:21:48,FALSE,FALSE,"Dogs_For_Trump","United States","en","721931716672131073",4,FALSE,"http://pbs.twimg.com/profile_images/721937301383749632/WptGu8lT_normal.jpg",-95.712891,37.09024
"DogsLoveTrump","Post pics of your pets supporting @realDonaldTrump #Trump4Pets #TrumpPence16 #MAGA #BigLeagueTruth #CrookedHillary #pets #dogs #dogsoftwitter #Pets4Trump",560,287,408,92,NA,"DogsLoveTrump",2016-04-18 05:46:00,FALSE,FALSE,"DogsLoveTrump","United States","en","721937804335255553",9,FALSE,"http://pbs.twimg.com/profile_images/787479201532121088/JByLKmI0_normal.jpg",-95.712891,37.09024
"LCguns","Conservative,  middle-aged refugee from L.A. living in Southern New Mexico, Oath Keeper and NRA Patron Member.",3199,325,20,274,NA,"J.R. Hunt",2014-04-12 17:45:27,FALSE,FALSE,"LCguns","Dona Ana, New Mexico","en","2440344565",7,FALSE,"http://pbs.twimg.com/profile_images/741486512198451200/V4Dj2GZF_normal.jpg",-106.8157813,32.3930808
"WakeUpA32825681","",58,1,4,0,NA,"@WakeUpAmerica",2016-03-22 15:08:15,FALSE,FALSE,"WakeUpA32825681","","en","712294826083889152",1,FALSE,"http://pbs.twimg.com/profile_images/784603505789112320/zEPuV4_X_normal.jpg",NA,NA
"WakeUpA25507607","Donald J. Trump will be the 45th POTUS",277,15,184,3,NA,"LOCK HER UP ‚öñÔ∏è",2016-03-22 15:24:11,FALSE,FALSE,"WakeUpA25507607","","en","712298835431727105",1,FALSE,"http://pbs.twimg.com/profile_images/792870368482439168/AreWDLtw_normal.jpg",NA,NA
"AnBeOnd","",4895,95,2280,34,NA,"infini_dee_",2014-12-29 22:31:07,FALSE,FALSE,"AnBeOnd","","en","2950103415",32,FALSE,"http://pbs.twimg.com/profile_images/803100445266898944/t9Oupq9G_normal.jpg",NA,NA
"susihoffman5","",31440,532,26933,306,NA,"Susi",2015-09-02 00:14:33,FALSE,FALSE,"susihoffman5","","en","3517723337",76,FALSE,"http://pbs.twimg.com/profile_images/651071298924380161/JcJdXc3S_normal.jpg",NA,NA
"carlawinston5","Educator and proud grandmother to 5 talented grandchildren! We have taken our country back from progressive ruin!#MAGA #TrumpsArmy",25627,3012,21326,3212,NA,"Carla Winston",2016-01-08 21:24:10,FALSE,FALSE,"carlawinston5","Seminole, TX","en","4730217577",97,FALSE,"http://pbs.twimg.com/profile_images/795787083248009217/KduG9kvl_normal.jpg",-102.6449101,32.7189926
"scott_stalker2","Army Combat vet, #ALLLIVESMATTER,#BLUELIVESMATTER IN GOD I TRUST, No list, PTSD, TBI, https://t.co/wFw8fsh2OB, Donald Trump POTUS",46069,850,40716,352,"https://t.co/wFw8fsh2OB","Scott Stalker",2015-10-13 19:46:29,FALSE,FALSE,"scott_stalker2","","en","3883907000",196,FALSE,"http://pbs.twimg.com/profile_images/778071565757878272/YJCU12B7_normal.jpg",NA,NA
"magasouthern","Retired U.S.N.  PATRIOT FOR PRESIDENT TRUMP ONLY WAY U.S. WILL SURVIVE. 
THE SOUTH HAS RISEN AGAIN AND WE CLING TO GOD & OUR GUNS!",23941,1182,18859,1110,NA,"GOD LOVE THE SOUTH",2016-06-22 23:32:36,FALSE,FALSE,"magasouthern","","en","745761436299890688",75,FALSE,"http://pbs.twimg.com/profile_images/798921491375013888/lahPskm5_normal.jpg",NA,NA
